 ,,year,all_authors,first_auth,title,doi,journal,structural_diversity_plant,lifestage_ne,ne_order,ne_family,ne_genus,ne_species,functional_group_ne,crop_type,crop_family,crop_genus,crop_species,crop_phenology,crop_yield,crop_location_country,crop_location_state,annual_perennial,HIPV_name_blend,HIPV_name,HIPV_class,HIPV biopathway,deployment_method_simplified,deployment_method,trap_type,HIPV_MOA,HIPV_dose,Integrated_Approach,single_blend,no_applications,yrs_data,Category,Response Variable,control_mean,control_se,control_sd,control_reps,control individuals per replicate,control total individuals,HIPV_mean,HIPV_se,HIPV_sd,HIPV_reps,HIPV individuals per replicate,HIPV total individuals,Collector,observation ,study_id,reviewer,reviwer
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0.35,0.35,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Attractant,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0.69,0.52,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0.17,0.17,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0.52,0.36,,6,,,0.17,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Attractant?,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Diptera,Tachinidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Postbloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,B-caryophyllene,Sesquiterpenoid,MVA pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,Methyl salicylate,Benzenoid,Shikimate pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0.27,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,3 ml (1 HEX: 2 LIN: 2 CAR),No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0,0,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Prebloom,,USA,New Jersey,Perennial,,NA,NA,NA,,Liquid,Yellow sticky card,Neutral,"3 ml (2 HEX: 4 LIN: 4 CAR: 1 MeSA), MeSA in a different vial",No insecticide,Blend,20-24? or 5-6?,1-2?,,Mean of insects,0,0,,6,,,0.63,0.36,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,(Z)-3-hexenyl acetate,GLV,Lox pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,8.13,2.41,,6,,,13.66,9.64,,6,,,,,55,Sara,
55,,2019,"De Lange, E., Salamanca, J., Polashock, J., Rodriguez-Saona, C.","De Lange, E.","Genotypic Variation and Phenotypic Plasticity in Gene Expression and Emissions of Herbivore-Induced Volatiles, and their Potential Tritrophic Implications, in Cranberries",10.1007/s10886-018-1043-0,JOURNAL OF CHEMICAL ECOLOGY,Complex,Adult,Hymenoptera,Megaspilidae,NA,NA,Parasitoid,Fruit,Ericaceae,Vaccinium,macrocarpon,Bloom,,USA,New Jersey,Perennial,,Linalool,Monoterpenoid,MEP pathway,,Liquid,Yellow sticky card,Neutral,3 ml,No insecticide,Single,20-24? or 5-6?,1-2?,,Mean of insects,8.13,2.41,,6,,,9.82,3.57,,6,,,,,55,Sara,
