Study_ID,Title,DOI,Journal,Year,Study_env,Vec_order,Vec_family,Vec_genus,Vec_species,Vec_trait,Other_trait,Vec_stage,Pred_phylum,Pred_class,Pred_order,Pred_family,Pred_genus,Pred_species,Pred_starved,Time_starved_min,Pred_effect,Units,Con_mean,Con_sd,Con_n,Pred_mean,Pred_sd,Pred_n,Graph_text,Sex,Std_pred_level,Std_exp_time_days,Larval_instar,Num_pred,Num_prey,Arena_vol,Time_eating_days,Temp,Cue_type,Experimental_ID,Mixed_prey,Pesticide
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,"Adult body mass (mg), group means",1.3,0.07,10,1.2,0.12,9,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,"Adult body mass (mg), group means",1.3,0.07,10,1.2,0.07,10,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,"Adult body mass (mg), group means",1.8,0.13,9,1.75,0.08,8,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,SIZE,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,"Adult body mass (mg), group means",1.8,0.13,9,1.8,0.1,9,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Larval phenoloxidase activity (min/micrograms of protein),0.08,0.03,10,0.06,0.03,10,GRAPH,NA,CUE,4,LATE,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Larval phenoloxidase activity (min/micrograms of protein),0.08,0.03,10,0.06,0.03,10,GRAPH,NA,CUE,4,LATE,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Larval fat (micrograms/mg of mass),205,76,10,212,76,10,GRAPH,NA,CUE,4,LATE,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Larval fat (micrograms/mg of mass),205,76,10,257,76,10,GRAPH,NA,CUE,4,LATE,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Phenoloxidase activity (min/micrograms of protein),0.12,0.02,8,0.11,0.02,7,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Phenoloxidase activity (min/micrograms of protein),0.12,0.02,8,0.09,0.03,7,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Phenoloxidase activity (min/micrograms of protein),0.1,0.02,8,0.11,0.02,7,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Phenoloxidase activity (min/micrograms of protein),0.1,0.02,8,0.09,0.02,7,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Fat (micrograms/mg of mass),31,6.9,9,38,6.8,5,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Fat (micrograms/mg of mass),31,6.9,9,38,6.7,7,GRAPH,MALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,YES,7200,NONCONSUMPTIVE,Fat (micrograms/mg of mass),33,7.6,9,29,7.6,5,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PRED,A,NO,NO
886,Synthetic predator cues impair immune function and make the biological pesticide Bti more lethal for vector mosquitoes,10.1890/15-0326.1,Ecological Applications,2016,LAB,Diptera,Culicidae,Culex,pipiens,OTHER,NA,ADULT,Arthropoda,Insecta,Hemiptera,Notonectidae,Notonecta,maculata,NO,0,NONCONSUMPTIVE,Fat (micrograms/mg of mass),33,7.6,9,32,7.6,7,GRAPH,FEMALE,CUE,4,NA,CUE,20,100,NA,NA,PREDDC,A,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),64.68,5,4,18.39,8.06,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,A,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),64.68,5,4,14.84,4.09,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,A,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),68.55,4.19,4,20.81,11.61,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,B,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),68.55,4.19,4,20.16,11.61,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,B,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),75.48,2.75,4,34.02,10.81,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,C,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),75.48,2.75,4,34.68,8.71,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,C,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),45.97,11.13,4,6.94,3.22,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,D,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),45.97,11.13,4,2.42,1.61,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,D,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),45.97,11.13,4,0,0,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,D,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),53.06,7.1,4,16.29,3.71,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,E,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),53.06,7.1,4,10.81,5.16,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,E,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),53.06,7.1,4,7.58,4.03,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,E,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),56.61,8.71,4,24.35,6.46,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,F,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),56.61,8.71,4,15.48,5.97,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,F,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),56.61,8.71,4,13.71,3.55,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,F,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),18.06,5.81,4,0,0,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,G,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),18.06,5.81,4,0,0,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,G,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),18.06,5.81,4,0,0,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,G,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),33.55,8.87,4,10,6.45,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,H,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),33.55,8.87,4,4.52,4.51,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,H,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),33.55,8.87,4,3.87,5.48,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,H,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),40.65,13.54,4,20.97,11.29,4,GRAPH,NA,100,10,BOTH,1,100,295317,10,NA,NA,I,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),40.65,13.54,4,17.42,5.48,4,GRAPH,NA,50,10,BOTH,2,100,295317,10,NA,NA,I,NO,NO
887,Experimental test of the influence of aquatic macrophyte cover on the survival of Anopheles larvae,NA,Journal of the American Mosquito Control Association,1989,SEMIFIELD,Diptera,Culicidae,Anopheles,freeborni,SURVIVAL,NA,LARVA,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia,affinis,NO,0,CONSUMPTIVE,larval survivorship (%),40.65,13.54,4,13.55,5.16,4,GRAPH,NA,12.5,10,BOTH,8,100,295317,10,NA,NA,I,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culiseta,longiareolata,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"days, group means",17.62,1.06,10,16.94,1.89,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,C,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culiseta,longiareolata,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"days, group means",17.62,1.06,10,16.87,1.79,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,C,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culiseta,longiareolata,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",15.62,5.7,10,18.53,4.49,10,GRAPH,NA,30,2,LATE,CUE,30,300,NA,23,PREDDC,C,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culiseta,longiareolata,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",15.62,5.7,10,18.93,4.25,10,GRAPH,NA,30,2,LATE,CUE,30,300,NA,23,PREDDC,C,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,quinquefasciatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"days, group means",10.92,1.23,10,10.92,1.1,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,B,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,quinquefasciatus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"days, group means",10.92,1.23,10,10.32,0.66,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,B,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,quinquefasciatus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",22.92,0.68,10,25.44,1.06,10,GRAPH,NA,30,2,BOTH,CUE,30,300,NA,23,PREDDC,B,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,quinquefasciatus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",22.92,0.68,10,25.82,0.68,10,GRAPH,NA,30,2,BOTH,CUE,30,300,NA,23,PREDDC,B,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,SIZE,NA,ADULT,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"wing length (mm), individual means",3.45,0.4,100,3.32,0.5,100,TEXT,FEMALE,30,NA,NA,CUE,30,250,NA,23,PREDDC,D,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,SIZE,NA,ADULT,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"wing length (mm), individual means",3.45,0.4,100,3.45,0.4,100,TEXT,FEMALE,30,NA,NA,CUE,30,250,NA,23,PREDDC,D,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"days, group means",11.64,0.83,10,11.87,1.23,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PRED,A,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"days, group means",11.64,0.83,10,12.56,1.33,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,A,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"days, group means",11.64,0.83,10,11.8,0.37,10,GRAPH,NA,30,NA,NA,CUE,30,250,NA ,23,PREDDC,A,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",25.5,0.87,10,28.14,0.97,10,GRAPH,NA,30,2,LATE,CUE,30,300,NA,23,PREDDC,A,NO,NO
999,Responses of three species of mosquito larvae to the presence of predatory dragonfly and damselfly larvae,10.1111/j.1570-7458.2012.01300.x,Entomologia Experimentalis et Applicata,2012,LAB,Diptera,Culicidae,Culex,sinaiticus,BEHAVIOR: filter,NA,LARVA,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura,evansi,NO,0,NONCONSUMPTIVE,"# of surface filter feeders, group means",25.5,0.87,10,27.08,0.87,10,GRAPH,NA,30,2,LATE,CUE,30,300,NA,23,PREDDC,A,NO,NO
1010,Evidence for carry-over effects of predator exposure on pathogen transmission potential,10.1098/rspb.2015.2430,Proceedings of the Royal Society B: Biological Sciences,2015,LAB,Diptera,Culicidae,Anopheles,coluzzii,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,jaczewskii,NO,0,NONCONSUMPTIVE,"development time (d), individual means",10.58,0.82,1700,11.16,0.82,1659,GRAPH,FEMALE,300,9,BOTH,1,300,1000,NA,NA,PREDDC,A,NO,NO
1010,Evidence for carry-over effects of predator exposure on pathogen transmission potential,10.1098/rspb.2015.2430,Proceedings of the Royal Society B: Biological Sciences,2015,LAB,Diptera,Culicidae,Anopheles,coluzzii,DEVELOPMENT,NA,LARVA,Arthropoda,Insecta,Hemiptera,Notonectidae,Anisops,jaczewskii,NO,0,NONCONSUMPTIVE,"development time (d), individual means",10.47,0.8,1597,11.03,0.79,1572,GRAPH,MALE,300,9,BOTH,1,300,1000,NA,NA,PREDDC,A,NO,NO
